,RAW_station,MONTH,CRUISE_MO,DAY,YEAR,TRANSECT,NM_SHORE,STATION,LATITUDE,LONGITUDE,DEPTH_M,nanchov,psardine,pherring,seanett
278,062407GH10,6,6,24,2007,GH,10,GH10,47,-124.41,54.9,0,0,0,0
279,062410GH10,6,6,24,2010,GH,10,GH10,47,-124.41,54.9,0,0,9.59,143.81
280,062508GH10,6,6,25,2008,GH,10,GH10,47,-124.41,54.9,0,0,20.78,727.35
281,062601GH10,6,6,26,2001,GH,10,GH10,47,-124.41,54.9,0,0,0,12819.43
282,062602GH10,6,6,26,2002,GH,10,GH10,47,-124.41,54.9,0,77.87,0,3251.09
283,062603GH10,6,6,26,2003,GH,10,GH10,47,-124.41,54.9,15.98,47.94,18248.18,4498.13
284,062609GH10,6,6,26,2009,GH,10,GH10,47,-124.41,54.9,0,0,19.91,38264.1
285,062199CM20,6,6,21,1999,CM,20,CM20,45.48,-124.44,237.7,0,0,0,0
286,062606CM20,6,6,26,2006,CM,20,CM20,45.48,-124.44,237.7,0,0,0,0
287,062611CM20,6,6,26,2011,CM,20,CM20,45.48,-124.44,237.7,2800.38,0,0,0
288,062704CM20,6,6,27,2004,CM,20,CM20,45.48,-124.44,237.7,154902.62,25658.16,0,0
289,062707CM20,6,6,27,2007,CM,20,CM20,45.48,-124.44,237.7,99535.29,0,0,0
290,062710CM20,6,6,27,2010,CM,20,CM20,45.48,-124.44,237.7,0,0,0,0
291,062808CM20,6,6,28,2008,CM,20,CM20,45.48,-124.44,237.7,0,61.07,0,0
292,062901CM20,6,6,29,2001,CM,20,CM20,45.48,-124.44,237.7,0,0,0,0
293,063003CM20,6,6,30,2003,CM,20,CM20,45.48,-124.44,237.7,153809.35,103.68,0,0
294,062202CH20,6,6,22,2002,CH,20,CH20,45.05,-124.45,310.9,0,0,10.73,0
295,062298CH20,6,6,22,1998,CH,20,CH20,45.05,-124.45,310.9,0,0,0,0
296,062706CH20,6,6,27,2006,CH,20,CH20,45.05,-124.45,310.9,0,33.08,0,0
297,063001CH20,6,6,30,2001,CH,20,CH20,45.05,-124.45,310.9,0,0,0,0
298,062498CP15,6,6,24,1998,CP,15,CP15,44.25,-124.45,102.4,0,0,0,0
299,061905CR20,6,6,19,2005,CR,20,CR20,46.17,-124.45,131.7,29517.45,26.88,0,0
300,061999CR20,6,6,19,1999,CR,20,CR20,46.17,-124.45,131.7,0,0,0,0
301,062000CR20,6,6,20,2000,CR,20,CR20,46.17,-124.45,131.7,0,0,0,27.71
302,062098CR20,6,6,20,1998,CR,20,CR20,46.17,-124.45,131.7,0,17.83,0,0
303,062402CR20,6,6,24,2002,CR,20,CR20,46.17,-124.45,131.7,0,0,0,139.32
304,062406CR20,6,6,24,2006,CR,20,CR20,46.17,-124.45,131.7,9.15,27.45,0,9.15
305,062511CR20,6,6,25,2011,CR,20,CR20,46.17,-124.45,131.7,5437.51,0,0,0
306,062604CR20,6,6,26,2004,CR,20,CR20,46.17,-124.45,131.7,40330.37,36539.2,16.74,0
307,062607CR20,6,6,26,2007,CR,20,CR20,46.17,-124.45,131.7,50.7,16.9,0,0
308,062610CR20,6,6,26,2010,CR,20,CR20,46.17,-124.45,131.7,99511.82,325.35,0,0
309,062708CR20,6,6,27,2008,CR,20,CR20,46.17,-124.45,131.7,154.95,0,100.72,0
310,062801CR20,6,6,28,2001,CR,20,CR20,46.17,-124.45,131.7,0,0,0,0
311,062803CR20,6,6,28,2003,CR,20,CR20,46.17,-124.45,131.7,22.74,7.58,416.93,0
312,062809CR20,6,6,28,2009,CR,20,CR20,46.17,-124.45,131.7,15073.25,33.42,0,116.98
313,061505QR06,6,6,15,2005,QR,6,QR6,47.53,-124.5,29.3,0,0,26.12,35138.88
314,062106QR06,6,6,21,2006,QR,6,QR6,47.53,-124.5,29.3,13.09,1636.07,0,12787.5
315,062211QR06,6,6,22,2011,QR,6,QR6,47.53,-124.5,29.3,0,0,0,2166.89
316,062304QR06,6,6,23,2004,QR,6,QR6,47.53,-124.5,29.3,1868.02,14201.35,65.54,38004.99
317,062307QR06,6,6,23,2007,QR,6,QR6,47.53,-124.5,29.3,0,0,740.88,71094.42
318,062310QR06,6,6,23,2010,QR,6,QR6,47.53,-124.5,29.3,0,0,0,733.12
319,062408QR06,6,6,24,2008,QR,6,QR6,47.53,-124.5,29.3,0,18.93,321.74,2072.38
320,062501QR06,6,6,25,2001,QR,6,QR6,47.53,-124.5,29.3,0,0,0,4559.04
321,062503QR06,6,6,25,2003,QR,6,QR6,47.53,-124.5,29.3,0,53.63,71.51,89.38
322,062509QR06,6,6,25,2009,QR,6,QR6,47.53,-124.5,29.3,0,0,19.5,12243.32
323,062702QR06,6,6,27,2002,QR,6,QR6,47.53,-124.5,29.3,0,0,0,23303.26
324,061805WB19,6,6,18,2005,WB,19,WB19,46.67,-124.5,109.7,7625.36,32.59,0,0
325,061998WB19,6,6,19,1998,WB,19,WB19,46.67,-124.5,109.7,10.01,0,0,0
326,062306WB19,6,6,23,2006,WB,19,WB19,46.67,-124.5,109.7,0,26.47,0,0
327,062411WB19,6,6,24,2011,WB,19,WB19,46.67,-124.5,109.7,0,0,0,0
328,062502WB19,6,6,25,2002,WB,19,WB19,46.67,-124.5,109.7,8.96,8.96,0,394.35
329,062504WB19,6,6,25,2004,WB,19,WB19,46.67,-124.5,109.7,86396.85,31848.07,0,0
330,062507WB19,6,6,25,2007,WB,19,WB19,46.67,-124.5,109.7,8.09,0,0,0
331,062608WB19,6,6,26,2008,WB,19,WB19,46.67,-124.5,109.7,9.42,0,235.48,0
332,062701WB19,6,6,27,2001,WB,19,WB19,46.67,-124.5,109.7,0,155.3,9.71,0
333,062703WB19,6,6,27,2003,WB,19,WB19,46.67,-124.5,109.7,0,42.76,34.21,333.54
334,062709WB19,6,6,27,2009,WB,19,WB19,46.67,-124.5,109.7,0,87986.92,0,0
335,061905CR25,6,6,19,2005,CR,25,CR25,46.17,-124.55,146.3,256624.43,84.89,18.86,0
336,061999CR25,6,6,19,1999,CR,25,CR25,46.17,-124.55,146.3,0,9.05,0,0
337,062098CR25,6,6,20,1998,CR,25,CR25,46.17,-124.55,146.3,0,0,0,0
338,062100CR25,6,6,21,2000,CR,25,CR25,46.17,-124.55,146.3,135827.81,0,0,0
339,062402CR25,6,6,24,2002,CR,25,CR25,46.17,-124.55,146.3,18.09,0,0,18.09
340,062406CR25,6,6,24,2006,CR,25,CR25,46.17,-124.55,146.3,0,0,0,0
341,062511CR25,6,6,25,2011,CR,25,CR25,46.17,-124.55,146.3,17704.52,0,0,0
342,062604CR25,6,6,26,2004,CR,25,CR25,46.17,-124.55,146.3,295.77,835.87,0,0
343,062607CR25,6,6,26,2007,CR,25,CR25,46.17,-124.55,146.3,19883.66,0,0,0
344,062610CR25,6,6,26,2010,CR,25,CR25,46.17,-124.55,146.3,0,0,0,0
345,062708CR25,6,6,27,2008,CR,25,CR25,46.17,-124.55,146.3,103.41,189.58,525.65,0
346,062801CR25,6,6,28,2001,CR,25,CR25,46.17,-124.55,146.3,0,0,0,0
347,062803CR25,6,6,28,2003,CR,25,CR25,46.17,-124.55,146.3,38324.88,50.26,8.38,0
348,062809CR25,6,6,28,2009,CR,25,CR25,46.17,-124.55,146.3,0,0,0,0
349,061605GH16,6,6,16,2005,GH,16,GH16,47,-124.55,82.3,40.95,40.95,0,313.99
350,061898GH16,6,6,18,1998,GH,16,GH16,47,-124.55,82.3,0,64.28,0,0
351,061899GH16,6,6,18,1999,GH,16,GH16,47,-124.55,82.3,0,0,0,0
352,062206GH16,6,6,22,2006,GH,16,GH16,47,-124.55,82.3,22.13,132.77,11.06,11.06
353,062311GH16,6,6,23,2011,GH,16,GH16,47,-124.55,82.3,0,8.96,8.96,376.27
354,062400GH16,6,6,24,2000,GH,16,GH16,47,-124.55,82.3,0,0,0,0
355,062404GH16,6,6,24,2004,GH,16,GH16,47,-124.55,82.3,0,0,0,206.83
356,062407GH16,6,6,24,2007,GH,16,GH16,47,-124.55,82.3,8.61,0,0,0
357,062410GH16,6,6,24,2010,GH,16,GH16,47,-124.55,82.3,0,0,0,88.99
358,062508GH16,6,6,25,2008,GH,16,GH16,47,-124.55,82.3,0,10.66,10.66,0
359,062601GH16,6,6,26,2001,GH,16,GH16,47,-124.55,82.3,0,0,0,11239.4
360,062602GH16,6,6,26,2002,GH,16,GH16,47,-124.55,82.3,0,0,0,5307.57
361,062603GH16,6,6,26,2003,GH,16,GH16,47,-124.55,82.3,0,0,0,1045.58
362,062609GH16,6,6,26,2009,GH,16,GH16,47,-124.55,82.3,0,0,0,0
363,062611CM25,6,6,26,2011,CM,25,CM25,45.48,-124.56,457.2,396.38,0,0,0
364,062808CM25,6,6,28,2008,CM,25,CM25,45.48,-124.56,457.2,1194.08,111.31,0,0
365,063003CM25,6,6,30,2003,CM,25,CM25,45.48,-124.56,457.2,164974.53,0,0,0
366,062498CP02,6,6,24,1998,CP,20,CP20,44.25,-124.57,102.4,0,20.27,10.14,0
367,062498CP20,6,6,24,1998,CP,20,CP20,44.25,-124.57,102.4,0,0,12.29,0
368,061505QR10,6,6,15,2005,QR,10,QR10,47.53,-124.6,54.9,0,0,0,186.32
369,062106QR10,6,6,21,2006,QR,10,QR10,47.53,-124.6,54.9,0,15.04,0,782.22
370,062211QR10,6,6,22,2011,QR,10,QR10,47.53,-124.6,54.9,0,2471.33,0,0
371,062304QR10,6,6,23,2004,QR,10,QR10,47.53,-124.6,54.9,692.88,2078.65,0,5167.41
372,062307QR10,6,6,23,2007,QR,10,QR10,47.53,-124.6,54.9,0,0,8.38,0
373,062310QR10,6,6,23,2010,QR,10,QR10,47.53,-124.6,54.9,0,0,7024.44,72.14
374,062408QR10,6,6,24,2008,QR,10,QR10,47.53,-124.6,54.9,0,0,0,1841.89
375,062501QR10,6,6,25,2001,QR,10,QR10,47.53,-124.6,54.9,0,0,0,0
376,062503QR10,6,6,25,2003,QR,10,QR10,47.53,-124.6,54.9,0,0,165.27,0
377,062509QR10,6,6,25,2009,QR,10,QR10,47.53,-124.6,54.9,0,2690.1,0,0
378,062702QR10,6,6,27,2002,QR,10,QR10,47.53,-124.6,54.9,0,0,0,21503.03
379,061805WB23,6,6,18,2005,WB,23,WB23,46.67,-124.6,137.2,7939.41,67.86,0,0
380,062306WB23,6,6,23,2006,WB,23,WB23,46.67,-124.6,137.2,13.45,0,0,0
381,062411WB23,6,6,24,2011,WB,23,WB23,46.67,-124.6,137.2,0,0,0,0
382,062502WB23,6,6,25,2002,WB,23,WB23,46.67,-124.6,137.2,0,0,0,609.96
383,062504WB23,6,6,25,2004,WB,23,WB23,46.67,-124.6,137.2,36323.98,12957.94,0,0
384,062507WB23,6,6,25,2007,WB,23,WB23,46.67,-124.6,137.2,85246.47,0,0,0
385,062510WB23,6,6,25,2010,WB,23,WB23,46.67,-124.6,137.2,0,46.48,0,0
386,062608WB23,6,6,26,2008,WB,23,WB23,46.67,-124.6,137.2,10.51,0,0,0
387,062701WB23,6,6,27,2001,WB,23,WB23,46.67,-124.6,137.2,0,31.62,0,0
388,062703WB23,6,6,27,2003,WB,23,WB23,46.67,-124.6,137.2,0,26.58,212.63,0
389,062709WB23,6,6,27,2009,WB,23,WB23,46.67,-124.6,137.2,0,35.12,0,0
390,062102NH25,6,6,21,2002,NH,25,NH25,44.67,-124.63,265.2,0,0,0,0
391,062711NH25,6,6,27,2011,NH,25,NH25,44.67,-124.63,265.2,0,0,0,9.27
392,062904NH25,6,6,29,2004,NH,25,NH25,44.67,-124.63,265.2,40496.33,102370.21,0,0
393,062908NH25,6,6,29,2008,NH,25,NH25,44.67,-124.63,265.2,0,313.97,0,0
394,061999CR30,6,6,19,1999,CR,30,CR30,46.17,-124.67,590.7,0,0,0,0
395,062100CR30,6,6,21,2000,CR,30,CR30,46.17,-124.67,590.7,0,0,0,8.98
396,062402CR30,6,6,24,2002,CR,30,CR30,46.17,-124.67,590.7,17.77,0,0,0
397,062406CR30,6,6,24,2006,CR,30,CR30,46.17,-124.67,590.7,8.3,0,0,0
398,062511CR30,6,6,25,2011,CR,30,CR30,46.17,-124.67,590.7,44554.38,26.74,0,0
399,062604CR30,6,6,26,2004,CR,30,CR30,46.17,-124.67,590.7,4436.41,59.84,0,0
400,062607CR30,6,6,26,2007,CR,30,CR30,46.17,-124.67,590.7,105038.84,0,0,0
401,062610CR30,6,6,26,2010,CR,30,CR30,46.17,-124.67,590.7,0,0,0,0
402,062801CR30,6,6,28,2001,CR,30,CR30,46.17,-124.67,590.7,0,0,0,0
403,062903CR30,6,6,29,2003,CR,30,CR30,46.17,-124.67,590.7,49799.47,0,0,0
404,062498CP25,6,6,24,1998,CP,25,CP25,44.25,-124.69,96.9,0,0,0,0
405,061605GH21,6,6,16,2005,GH,21,GH21,47,-124.69,109.7,16.21,0,0,97.28
406,061898GH21,6,6,18,1998,GH,21,GH21,47,-124.69,109.7,0,127.67,0,0
407,061899GH21,6,6,18,1999,GH,21,GH21,47,-124.69,109.7,0,76.9,12.82,0
408,062206GH21,6,6,22,2006,GH,21,GH21,47,-124.69,109.7,0,252.11,0,0
409,062400GH21,6,6,24,2000,GH,21,GH21,47,-124.69,109.7,0,0,0,0
410,062404GH21,6,6,24,2004,GH,21,GH21,47,-124.69,109.7,76.18,270.85,0,0
411,062407GH21,6,6,24,2007,GH,21,GH21,47,-124.69,109.7,0,0,0,0
412,062410GH21,6,6,24,2010,GH,21,GH21,47,-124.69,109.7,0,267.27,24.3,0
413,062508GH21,6,6,25,2008,GH,21,GH21,47,-124.69,109.7,0,0,0,0
414,062601GH21,6,6,26,2001,GH,21,GH21,47,-124.69,109.7,0,27.61,0,0
415,062602GH21,6,6,26,2002,GH,21,GH21,47,-124.69,109.7,0,0,0,1564.6
416,062603GH21,6,6,26,2003,GH,21,GH21,47,-124.69,109.7,0,11.82,0,0
417,062609GH21,6,6,26,2009,GH,21,GH21,47,-124.69,109.7,0,0,0,0
418,061505QR14,6,6,15,2005,QR,14,QR14,47.53,-124.7,82.3,0,0,0,0
419,062106QR14,6,6,21,2006,QR,14,QR14,47.53,-124.7,82.3,0,1153.35,28.13,14.07
420,062211QR14,6,6,22,2011,QR,14,QR14,47.53,-124.7,82.3,0,8.39,0,0
421,062304QR14,6,6,23,2004,QR,14,QR14,47.53,-124.7,82.3,0,40486.78,17.75,13868.25
422,062307QR14,6,6,23,2007,QR,14,QR14,47.53,-124.7,82.3,0,0,9.23,0
423,062310QR14,6,6,23,2010,QR,14,QR14,47.53,-124.7,82.3,0,0,226.11,0
424,062408QR14,6,6,24,2008,QR,14,QR14,47.53,-124.7,82.3,0,8.79,8.79,0
425,062501QR14,6,6,25,2001,QR,14,QR14,47.53,-124.7,82.3,19.04,0,0,0
426,062503QR14,6,6,25,2003,QR,14,QR14,47.53,-124.7,82.3,0,8.55,0,0
427,062509QR14,6,6,25,2009,QR,14,QR14,47.53,-124.7,82.3,0,9.25,0,878.45
428,062702QR14,6,6,27,2002,QR,14,QR14,47.53,-124.7,82.3,0,27.29,0,18.19
429,062303TI02,6,6,23,2003,TI,2,TI2,48.33,-124.72,28,0,0,0,0
430,061205LP04,6,6,12,2005,LP,4,LP4,47.92,-124.74,34.7,0,8.86,35.44,6751.96
431,061699LP04,6,6,16,1999,LP,4,LP4,47.92,-124.74,34.7,0,0,25.7,25.7
432,062006LP04,6,6,20,2006,LP,4,LP4,47.92,-124.74,34.7,0,0,0,20157.36
433,062111LP04,6,6,21,2011,LP,4,LP4,47.92,-124.74,34.7,0,0,0,204.57
434,062204LP04,6,6,22,2004,LP,4,LP4,47.92,-124.74,34.7,186622.39,70308.42,20.47,22879.93
435,062207LP04,6,6,22,2007,LP,4,LP4,47.92,-124.74,34.7,0,0,0,274.39
436,062210LP04,6,6,22,2010,LP,4,LP4,47.92,-124.74,34.7,0,0,94.45,0
437,062308LP04,6,6,23,2008,LP,4,LP4,47.92,-124.74,34.7,0,0,429.22,791.37
438,062401LP04,6,6,24,2001,LP,4,LP4,47.92,-124.74,34.7,0,0,0,0
439,062403LP04,6,6,24,2003,LP,4,LP4,47.92,-124.74,34.7,0,0,827.88,0
440,062409LP04,6,6,24,2009,LP,4,LP4,47.92,-124.74,34.7,0,0,0,0
441,062500LP04,6,6,25,2000,LP,4,LP4,47.92,-124.74,34.7,0,0,43.53,43.53
442,062802LP04,6,6,28,2002,LP,4,LP4,47.92,-124.74,34.7,0,10.65,287.45,6632.72
443,062711NH30,6,6,27,2011,NH,30,NH30,44.67,-124.75,200,3936.87,9.79,0,0
444,062904NH30,6,6,29,2004,NH,30,NH30,44.67,-124.75,200,129606.34,80199.08,0,0
445,062303TI05,6,6,23,2003,TI,5,TI5,48.33,-124.77,38,0,0,0,0
446,062306WB30,6,6,23,2006,WB,30,WB30,46.67,-124.78,292.6,54.85,0,0,0
447,062411WB30,6,6,24,2011,WB,30,WB30,46.67,-124.78,292.6,103.86,0,0,0
448,062502WB30,6,6,25,2002,WB,30,WB30,46.67,-124.78,292.6,0,0,0,1166.54
449,062507WB30,6,6,25,2007,WB,30,WB30,46.67,-124.78,292.6,32.15,0,0,0
450,062510WB30,6,6,25,2010,WB,30,WB30,46.67,-124.78,292.6,0,0,0,0
451,062608WB30,6,6,26,2008,WB,30,WB30,46.67,-124.78,292.6,9.5,76.03,0,0
452,062703WB30,6,6,27,2003,WB,30,WB30,46.67,-124.78,292.6,0,0,0,0
453,062709WB30,6,6,27,2009,WB,30,WB30,46.67,-124.78,292.6,0,0,0,0
454,061999CR35,6,6,19,1999,CR,35,CR35,46.17,-124.79,1097.3,0,0,0,0
455,062402CR35,6,6,24,2002,CR,35,CR35,46.17,-124.79,1097.3,0,0,0,0
456,062506CR35,6,6,25,2006,CR,35,CR35,46.17,-124.79,1097.3,0,0,0,0
457,062903CR35,6,6,29,2003,CR,35,CR35,46.17,-124.79,1097.3,0,0,0,0
458,061906FS04,6,6,19,2006,FS,4,FS4,48.23,-124.79,31.1,0,0,0,9586.14
459,062107FS04,6,6,21,2007,FS,4,FS4,48.23,-124.79,31.1,0,0,0,0
460,062110FS04,6,6,21,2010,FS,4,FS4,48.23,-124.79,31.1,0,0,0,76
461,062208FS04,6,6,22,2008,FS,4,FS4,48.23,-124.79,31.1,0,0,0,0
462,062309FS04,6,6,23,2009,FS,4,FS4,48.23,-124.79,31.1,0,0,0,0
463,061205LP06,6,6,12,2005,LP,6,LP6,47.92,-124.79,54.9,0,9.44,0,132.22
464,061699LP06,6,6,16,1999,LP,6,LP6,47.92,-124.79,54.9,0,0,0,0
465,062006LP06,6,6,20,2006,LP,6,LP6,47.92,-124.79,54.9,0,0,13.54,2356.39
466,062111LP06,6,6,21,2011,LP,6,LP6,47.92,-124.79,54.9,0,200.4,0,217.1
467,062204LP06,6,6,22,2004,LP,6,LP6,47.92,-124.79,54.9,48357.13,406385.58,0,44003.23
468,062207LP06,6,6,22,2007,LP,6,LP6,47.92,-124.79,54.9,0,0,7.72,0
469,062210LP06,6,6,22,2010,LP,6,LP6,47.92,-124.79,54.9,0,0,0,16.59
470,062308LP06,6,6,23,2008,LP,6,LP6,47.92,-124.79,54.9,0,0,284,87.39
471,062401LP06,6,6,24,2001,LP,6,LP6,47.92,-124.79,54.9,0,0,0,0
472,062403LP06,6,6,24,2003,LP,6,LP6,47.92,-124.79,54.9,0,0,0,0
473,062409LP06,6,6,24,2009,LP,6,LP6,47.92,-124.79,54.9,0,0,0,0
474,062500LP06,6,6,25,2000,LP,6,LP6,47.92,-124.79,54.9,0,0,0,131.84
475,062802LP06,6,6,28,2002,LP,6,LP6,47.92,-124.79,54.9,0,0,10.75,1268.53
476,061505QR19,6,6,15,2005,QR,19,QR19,47.53,-124.8,109.7,0,60.79,10.13,0
477,062106QR19,6,6,21,2006,QR,19,QR19,47.53,-124.8,109.7,12.87,25.74,0,12.87
478,062211QR19,6,6,22,2011,QR,19,QR19,47.53,-124.8,109.7,0,0,0,0
479,062304QR19,6,6,23,2004,QR,19,QR19,47.53,-124.8,109.7,0,26.71,0,231.45
480,062307QR19,6,6,23,2007,QR,19,QR19,47.53,-124.8,109.7,0,0,0,0
481,062310QR19,6,6,23,2010,QR,19,QR19,47.53,-124.8,109.7,0,0,0,0
482,062408QR19,6,6,24,2008,QR,19,QR19,47.53,-124.8,109.7,8.74,0,0,0
483,062501QR19,6,6,25,2001,QR,19,QR19,47.53,-124.8,109.7,0,0,0,0
484,062503QR19,6,6,25,2003,QR,19,QR19,47.53,-124.8,109.7,0,6065.03,0,0
485,062509QR19,6,6,25,2009,QR,19,QR19,47.53,-124.8,109.7,0,0,0,45.6
486,062702QR19,6,6,27,2002,QR,19,QR19,47.53,-124.8,109.7,0,9.67,0,0
487,061799GH26,6,6,17,1999,GH,26,GH26,47,-124.81,164.6,0,0,0,0
488,061998GH26,6,6,19,1998,GH,26,GH26,47,-124.81,164.6,0,45.25,0,0
489,062206GH26,6,6,22,2006,GH,26,GH26,47,-124.81,164.6,11.6,23.21,0,0
490,062311GH26,6,6,23,2011,GH,26,GH26,47,-124.81,164.6,0,0,0,0
491,062400GH26,6,6,24,2000,GH,26,GH26,47,-124.81,164.6,0,0,0,0
492,062404GH26,6,6,24,2004,GH,26,GH26,47,-124.81,164.6,0,0,0,0
493,062407GH26,6,6,24,2007,GH,26,GH26,47,-124.81,164.6,0,0,0,0
494,062410GH26,6,6,24,2010,GH,26,GH26,47,-124.81,164.6,0,0,0,0
495,062508GH26,6,6,25,2008,GH,26,GH26,47,-124.81,164.6,0,0,0,0
496,062601GH26,6,6,26,2001,GH,26,GH26,47,-124.81,164.6,0,0,0,0
497,062602GH26,6,6,26,2002,GH,26,GH26,47,-124.81,164.6,0,0,0,0
498,062603GH26,6,6,26,2003,GH,26,GH26,47,-124.81,164.6,0,184.87,9.24,0
499,062609GH26,6,6,26,2009,GH,26,GH26,47,-124.81,164.6,75057,0,0,0
500,062303TI07,6,6,23,2003,TI,7,TI7,48.34,-124.83,64,0,0,0,0
501,061906FS07,6,6,19,2006,FS,7,FS7,48.23,-124.87,54.9,0,0,0,1560.39
502,062011FS07,6,6,20,2011,FS,7,FS7,48.23,-124.87,54.9,0,0,0,0
503,062107FS07,6,6,21,2007,FS,7,FS7,48.23,-124.87,54.9,0,0,0,0
504,062110FS07,6,6,21,2010,FS,7,FS7,48.23,-124.87,54.9,0,0,0,84.35
505,062208FS07,6,6,22,2008,FS,7,FS7,48.23,-124.87,54.9,0,31.33,0,0
506,062309FS07,6,6,23,2009,FS,7,FS7,48.23,-124.87,54.9,0,17.49,0,0
507,061205LP09,6,6,12,2005,LP,9,LP9,47.92,-124.87,82.3,0,0,0,0
508,061699LP09,6,6,16,1999,LP,9,LP9,47.92,-124.87,82.3,0,0,0,0
509,062111LP09,6,6,21,2011,LP,9,LP9,47.92,-124.87,82.3,0,0,0,17.41
510,062204LP09,6,6,22,2004,LP,9,LP9,47.92,-124.87,82.3,3045.44,9217.4,9.01,819.93
511,062207LP09,6,6,22,2007,LP,9,LP9,47.92,-124.87,82.3,0,13.95,0,0
512,062210LP09,6,6,22,2010,LP,9,LP9,47.92,-124.87,82.3,0,0,0,0
513,062308LP09,6,6,23,2008,LP,9,LP9,47.92,-124.87,82.3,0,0,79.98,0
514,062401LP09,6,6,24,2001,LP,9,LP9,47.92,-124.87,82.3,0,0,0,0
515,062403LP09,6,6,24,2003,LP,9,LP9,47.92,-124.87,82.3,0,14550.82,48.56,0
516,062409LP09,6,6,24,2009,LP,9,LP9,47.92,-124.87,82.3,0,0,0,0
517,062500LP09,6,6,25,2000,LP,9,LP9,47.92,-124.87,82.3,0,0,0,0
518,062802LP09,6,6,28,2002,LP,9,LP9,47.92,-124.87,82.3,0,0,0,87.11
519,062303TI09,6,6,23,2003,TI,9,TI9,48.35,-124.88,186,0,10,0,0
520,062506CR40,6,6,25,2006,CR,40,CR40,46.17,-124.91,969.3,1191.72,0,0,0
521,062903CR40,6,6,29,2003,CR,40,CR40,46.17,-124.91,969.3,0,0,0,0
522,061906FS09,6,6,19,2006,FS,9,FS9,48.23,-124.92,109.7,0,0,0,50.91
523,062011FS09,6,6,20,2011,FS,9,FS9,48.23,-124.92,109.7,0,0,0,0
524,062107FS09,6,6,21,2007,FS,9,FS9,48.23,-124.92,109.7,0,0,0,0
525,062110FS09,6,6,21,2010,FS,9,FS9,48.23,-124.92,109.7,0,0,0,10.37
526,062208FS09,6,6,22,2008,FS,9,FS9,48.23,-124.92,109.7,0,0,0,0
527,062309FS09,6,6,23,2009,FS,9,FS9,48.23,-124.92,109.7,0,0,0,0
528,061505QR24,6,6,15,2005,QR,24,QR24,47.53,-124.93,171.9,150.25,0,0,0
529,062106QR24,6,6,21,2006,QR,24,QR24,47.53,-124.93,171.9,0,0,0,0
530,062211QR24,6,6,22,2011,QR,24,QR24,47.53,-124.93,171.9,0,0,0,0
531,062304QR24,6,6,23,2004,QR,24,QR24,47.53,-124.93,171.9,9.46,18.93,0,0
532,062307QR24,6,6,23,2007,QR,24,QR24,47.53,-124.93,171.9,0,0,0,0
533,062310QR24,6,6,23,2010,QR,24,QR24,47.53,-124.93,171.9,0,0,0,0
534,062408QR24,6,6,24,2008,QR,24,QR24,47.53,-124.93,171.9,0,0,0,0
535,062501QR24,6,6,25,2001,QR,24,QR24,47.53,-124.93,171.9,0,0,0,0
536,062503QR24,6,6,25,2003,QR,24,QR24,47.53,-124.93,171.9,0,34.33,8.58,0
537,062509QR24,6,6,25,2009,QR,24,QR24,47.53,-124.93,171.9,0,9.01,18.01,0
538,062702QR24,6,6,27,2002,QR,24,QR24,47.53,-124.93,171.9,0,0,0,0
539,061799GH31,6,6,17,1999,GH,31,GH31,47,-124.94,175.6,0,0,0,0
540,062206GH31,6,6,22,2006,GH,31,GH31,47,-124.94,175.6,82.72,0,0,0
541,062311GH31,6,6,23,2011,GH,31,GH31,47,-124.94,175.6,0,0,0,0
542,062400GH31,6,6,24,2000,GH,31,GH31,47,-124.94,175.6,0,0,0,0
543,062404GH31,6,6,24,2004,GH,31,GH31,47,-124.94,175.6,0,0,0,0
544,062407GH31,6,6,24,2007,GH,31,GH31,47,-124.94,175.6,0,0,0,0
545,062410GH31,6,6,24,2010,GH,31,GH31,47,-124.94,175.6,0,0,0,0
546,062508GH31,6,6,25,2008,GH,31,GH31,47,-124.94,175.6,0,0,0,0
547,062601GH31,6,6,26,2001,GH,31,GH31,47,-124.94,175.6,0,0,0,0
548,062602GH31,6,6,26,2002,GH,31,GH31,47,-124.94,175.6,0,0,0,0
549,062609GH31,6,6,26,2009,GH,31,GH31,47,-124.94,175.6,3362.64,0,0,0
550,061405LP12,6,6,14,2005,LP,12,LP12,47.92,-124.95,109.7,0,11.16,0,0
551,061699LP12,6,6,16,1999,LP,12,LP12,47.92,-124.95,109.7,0,26.06,26.06,0
552,062006LP12,6,6,20,2006,LP,12,LP12,47.92,-124.95,109.7,0,0,0,22.41
553,062111LP12,6,6,21,2011,LP,12,LP12,47.92,-124.95,109.7,0,10084.13,0,0
554,062204LP12,6,6,22,2004,LP,12,LP12,47.92,-124.95,109.7,0,0,0,31.4
555,062207LP12,6,6,22,2007,LP,12,LP12,47.92,-124.95,109.7,0,0,0,0
556,062210LP12,6,6,22,2010,LP,12,LP12,47.92,-124.95,109.7,0,0,0,0
557,062308LP12,6,6,23,2008,LP,12,LP12,47.92,-124.95,109.7,0,0,0,0
558,062401LP12,6,6,24,2001,LP,12,LP12,47.92,-124.95,109.7,0,0,0,0
559,062403LP12,6,6,24,2003,LP,12,LP12,47.92,-124.95,109.7,0,0,0,0
560,062409LP12,6,6,24,2009,LP,12,LP12,47.92,-124.95,109.7,0,0,0,0
561,062500LP12,6,6,25,2000,LP,12,LP12,47.92,-124.95,109.7,0,0,0,0
